track_uri,name,artists_names,song_popularity,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artists_popularities,artists_genres,artists_followers,predicted_mood
open.spotify.com/track/1ugCJElyPMmDj2FYPgbD4d,A Lo Mejor,Banda MS de Sergio Lizárraga,70,2014-06-24,0.758,0.528,2.0,-5.294,1.0,0.0312,0.543,2.84e-05,0.215,0.629,129.973,212280,4,80,banda,17072177,sad
open.spotify.com/track/0nnwn7LWHCAu09jfuH1xTA,Slide,The Goo Goo Dolls,70,1998-09-11,0.395,0.843,8.0,-4.476,1.0,0.0374,0.00483,0.0,0.0404,0.481,112.423,212067,4,72,neo mellow,2477920,energetic
open.spotify.com/track/3pJfnBjO3kjudEchcPEDxS,Afuera,Caifanes,70,1994,0.487,0.553,6.0,-11.197,0.0,0.0425,0.209,2.81e-05,0.0992,0.699,126.043,288600,4,70,latin alternative,3221949,happy
open.spotify.com/track/0i5el041vd6nxrGEU8QRxy,Cruise,Florida Georgia Line,70,2012-01-01,0.457,0.948,10.0,-3.364,1.0,0.0354,0.0191,0.0,0.0536,0.878,148.0,208960,4,76,contemporary country,5181798,happy
open.spotify.com/track/6kxaaIeowajN7w21PfMLbu,So Good,Halsey,70,2022-06-09,0.576,0.627,3.0,-4.649,0.0,0.0449,0.0385,0.0,0.181,0.311,164.998,176059,4,84,dance pop,19839462,happy
open.spotify.com/track/4Flfb4fGscN9kXPOduQLrv,Treacherous Twins,Drake,70,2022-11-04,0.746,0.517,10.0,-7.582,0.0,0.327,0.0782,0.0,0.137,0.609,88.987,180098,4,97,canadian hip hop,73660940,calm
open.spotify.com/track/1oc92BMKYkNxK17C2GtyRM,Distraction,Polo G,70,2022-06-03,0.713,0.689,11.0,-5.99,1.0,0.255,0.16,0.0,0.136,0.63,156.934,171319,4,84,chicago rap,9325312,happy
open.spotify.com/track/6iy4PoAuZBMvtrlDX4VxC7,Check Yes Or No,George Strait,70,1995-09-12,0.708,0.524,5.0,-12.644,1.0,0.0352,0.0551,3.21e-06,0.0371,0.69,111.482,200667,4,74,contemporary country,3747842,happy
open.spotify.com/track/0i5QVxsK3IvEDbUjTA64Li,Silver Lining,Mt. Joy,70,2018-03-02,0.541,0.616,0.0,-6.53,1.0,0.028,0.00114,1.09e-06,0.151,0.203,144.218,198600,4,69,indie folk,352729,energetic
open.spotify.com/track/7mnGQesk1TzQLzQ9bYWZPR,She's so High,Tal Bachman,70,1999-02-23,0.537,0.84,9.0,-4.626,1.0,0.0363,0.2,2.15e-06,0.0998,0.211,124.269,224693,4,54,pop rock,36275,energetic
open.spotify.com/track/6yDPFrHZLQbQa9Itd2J4Gp,Water (Drowning Pt. 2) [feat. Kodak Black],A Boogie Wit da Hoodie,70,2022-12-09,0.855,0.603,0.0,-5.488,1.0,0.284,0.0392,0.0,0.105,0.494,129.976,206769,4,83,melodic rap,7275943,energetic
open.spotify.com/track/3oWxFNsXstcancCR1wODR4,Tera Ban Jaunga,Various Artists,70,2019-06-14,0.605,0.53,11.0,-6.346,1.0,0.0246,0.821,0.0,0.131,0.397,93.95,236437,4,0,,1873341,sad
open.spotify.com/track/07ABETRdek3ACMpRPvQuaT,Always on My Mind,Pet Shop Boys,70,1998-03-31,0.533,0.783,7.0,-10.61,1.0,0.0366,0.0116,0.0565,0.186,0.726,124.874,234907,4,68,art pop,1541741,happy
open.spotify.com/track/4WzhjxvLP95y7AMDy0Atwb,Out Of Love,Alessia Cara,70,2018-11-30,0.481,0.267,7.0,-9.249,1.0,0.0339,0.8,0.0,0.249,0.137,117.64,227693,3,75,canadian contemporary r&b,11313188,sad
open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,70,2017-11-18,0.653,0.718,3.0,-5.232,0.0,0.213,0.00413,0.0,0.0537,0.216,82.034,202805,4,80,ohio hip hop,5024236,energetic
open.spotify.com/track/6WmIyn2fx1PKQ0XDpYj4VR,Love It If We Made It,The 1975,70,2018-11-30,0.472,0.745,4.0,-5.297,1.0,0.0356,0.000607,2.74e-05,0.0957,0.0631,180.06,252926,4,81,modern alternative rock,6491624,energetic
open.spotify.com/track/3H5PW5NXN6lOiRDlbGLX25,Runaway (U & I) [Dance],MELON,70,2023-02-24,0.604,0.892,10.0,-5.209,0.0,0.0474,0.0116,0.001,0.347,0.314,126.031,161905,4,76,lo-fi cover,57272,energetic
open.spotify.com/track/1jzIJcHCXneHw7ojC6LXiF,Potato Salad,"Tyler, The Creator",70,2018-09-28,0.538,0.612,2.0,-6.02,1.0,0.424,0.308,0.0,0.213,0.684,168.197,182493,4,88,hip hop,10893483,calm
open.spotify.com/track/6D6HVKe7Qu3imn4zzJD0W9,drunk,keshi,70,2020-10-23,0.691,0.389,4.0,-8.247,1.0,0.0367,0.765,0.0,0.0941,0.306,104.952,227032,4,79,chill r&b,2400158,sad
open.spotify.com/track/2e4jB31WcGsxKL1ByqdZCq,Sippy Cup,Melanie Martinez,70,2015-08-14,0.715,0.651,5.0,-9.241,1.0,0.12,0.486,0.0,0.228,0.733,134.914,195067,4,85,alt z,16920854,calm
open.spotify.com/track/5sF7hdYvhrcgNq8NZjfK8L,Not About Angels,Birdy,70,2014-04-13,0.405,0.111,0.0,-11.879,1.0,0.0369,0.964,4.37e-05,0.0872,0.219,116.86,189475,4,72,pop,3694195,sad
open.spotify.com/track/2LnlsuPFsJI2ZhSR0UadVB,To Stay,PLÜM,70,2022-12-09,0.702,0.669,1.0,-8.011,0.0,0.0392,0.0148,0.697,0.44,0.353,134.973,174000,4,65,new french touch,58892,calm
open.spotify.com/track/6ojZtz3sZr6ynvejLOqgCj,Nos Comemos (feat. Ozuna),Tiago PZK,70,2022-06-02,0.827,0.819,6.0,-3.701,1.0,0.052,0.1,0.0,0.089,0.562,92.017,191087,4,78,trap argentino,3288970,energetic
open.spotify.com/track/07KXEDMj78x68D884wgVEm,High Fashion (feat. Mustard),Roddy Ricch,70,2019-12-06,0.831,0.499,11.0,-8.442,0.0,0.114,0.269,0.0,0.3,0.511,97.956,220487,4,81,melodic rap,9158521,calm
open.spotify.com/track/4HXUMRdT6s6Am6YHcWmuib,Cinta Dan Rahasia,Yura Yunita,70,2014-03-19,0.703,0.207,3.0,-8.265,1.0,0.028,0.823,0.0,0.109,0.505,95.932,262060,4,69,indonesian jazz,1766926,sad
open.spotify.com/track/3ts6xK5GzfMAAriT9AIBmP,Barefoot Blue Jean Night,Jake Owen,70,2011-08-26,0.599,0.807,4.0,-4.679,1.0,0.0402,0.202,0.0,0.196,0.812,172.017,167427,4,67,contemporary country,1862277,happy
open.spotify.com/track/2Eeur20xVqfUoM3Q7EFPFt,the last great american dynasty,Taylor Swift,70,2020-07-24,0.686,0.662,7.0,-8.505,1.0,0.0413,0.467,0.0023,0.109,0.706,147.922,230999,4,100,pop,71194980,sad
open.spotify.com/track/591ks2A0o7ratTpiRdI7M6,Heart On Ice,Rod Wave,70,2019-06-14,0.732,0.387,10.0,-8.47,0.0,0.0741,0.0493,0.0,0.141,0.242,157.875,159670,3,80,florida rap,4593303,calm
open.spotify.com/track/4vpeKl0vMGdAXpZiQB2Dtd,White Rabbit,Jefferson Airplane,70,1967,0.551,0.293,2.0,-12.503,1.0,0.0272,0.486,0.000273,0.0864,0.322,106.798,150640,4,62,acid rock,1441414,calm
open.spotify.com/track/0ifooM33X1iBxVYyOkSbXW,A Lonely Night,The Weeknd,70,2016-11-25,0.853,0.663,7.0,-6.955,0.0,0.0755,0.0431,8.71e-06,0.0891,0.864,113.998,220173,4,98,canadian contemporary r&b,62165751,happy
open.spotify.com/track/0oUBuOO4g9P4lREqfqR5nq,A Man Without Love,Engelbert Humperdinck,70,1968-08-03,0.538,0.467,2.0,-9.589,1.0,0.0327,0.637,0.0,0.115,0.507,111.766,203133,4,63,adult standards,579941,calm
open.spotify.com/track/7mNZUnDWUDidWBFaUpVtOC,Chidiya,Vilen,70,2019-12-14,0.486,0.494,6.0,-8.56,1.0,0.0324,0.715,0.0,0.109,0.414,179.975,253333,4,65,desi pop,314170,sad
open.spotify.com/track/0fh0wmLoyP5BevFSe3UMdm,Beijo pra Jogo - Ao Vivo,Tarcísio do Acordeon,70,2023-01-13,0.563,0.682,3.0,-7.505,0.0,0.0423,0.769,1.61e-06,0.721,0.615,143.978,205000,4,70,arrocha,3648527,happy
open.spotify.com/track/3GdWfmQBiiJrDUvSZS1bGv,Never Sleep (with Lil Baby feat. Travis Scott),NAV,70,2022-07-29,0.819,0.651,1.0,-5.829,1.0,0.169,0.00639,0.0,0.122,0.501,139.957,185786,4,76,canadian hip hop,3256913,happy
open.spotify.com/track/0vB4Vd6PtkJSEnWsmqATnZ,Nothing's Gonna Change My Love for You,George Benson,70,1985-01-15,0.553,0.614,1.0,-5.098,1.0,0.0306,0.764,0.0,0.0811,0.345,136.628,242679,4,65,adult standards,687923,sad
open.spotify.com/track/7fQYRdNX6y8BpfmHvWVPm8,恋人じゃなくなった日,Yuuri,70,2023-02-14,0.636,0.516,1.0,-5.922,1.0,0.0355,0.549,0.0,0.0825,0.487,74.996,224028,4,72,j-pop,1699669,sad
open.spotify.com/track/0jOnZhF75V68VsBObWx2XO,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",Yo-Yo Ma,70,2015-09-18,0.169,0.0161,9.0,-31.034,0.0,0.0442,0.986,0.86,0.0805,0.0573,128.143,174267,3,68,chamber ensemble,558770,calm
open.spotify.com/track/5EYdTPdJD74r9EVZBztqGG,The Bad Touch,Bloodhound Gang,70,1999-10-04,0.831,0.735,0.0,-6.254,0.0,0.0384,0.00397,0.0205,0.123,0.97,122.979,260507,4,63,alternative metal,868671,happy
open.spotify.com/track/30KctD1WsHKTIYczXjip5a,Tequila Shots,Kid Cudi,70,2020-12-11,0.712,0.556,5.0,-7.214,0.0,0.0531,0.084,5.04e-05,0.527,0.22,90.494,193293,4,81,hip hop,6402166,calm
open.spotify.com/track/5EYZZvmNAH5VZCwuzYJqoA,Chand Sifarish,Jatin-Lalit,70,2006-04-12,0.829,0.665,2.0,-8.128,1.0,0.0868,0.242,1.75e-05,0.123,0.861,122.043,275931,4,67,afghan pop,184342,happy
open.spotify.com/track/5iaGRmDzm4aPhttaOEK8OD,Donde?,Jere Klein,70,2023-03-01,0.897,0.49,0.0,-6.587,1.0,0.0924,0.01,0.0,0.0759,0.916,95.989,162638,4,76,reggaeton chileno,198343,happy
open.spotify.com/track/5LazbgCsa2IskJbPMnI8Qd,Entre Nosotros,Tiago PZK,70,2022-07-21,0.729,0.513,5.0,-6.345,0.0,0.0455,0.494,1.1e-06,0.137,0.789,170.064,192353,3,78,trap argentino,3288970,happy
open.spotify.com/track/5hHvFrMnwic82WwRLr4WY0,Her,Megan Thee Stallion,70,2022-08-12,0.945,0.848,1.0,-4.76,1.0,0.326,0.374,3.31e-05,0.101,0.819,119.918,137107,4,80,dance pop,7597250,happy
open.spotify.com/track/4JaLkM90MJutDAl5jD9BZX,No Control,One Direction,70,2014-11-17,0.558,0.916,1.0,-3.145,0.0,0.0839,0.0278,0.0,0.0296,0.85,142.984,199720,4,86,boy band,30319623,happy
open.spotify.com/track/4a0sqvCBo7aRIS4GzBQpnp,Kikando e Me Olhando,MC Braz,70,2022-03-23,0.742,0.439,3.0,-5.141,0.0,0.28,0.637,0.0,0.0876,0.842,85.974,210461,3,60,funk bh,140113,calm
open.spotify.com/track/15r68Um6LBYYBGUEEkqRkB,Salió De Noche,Stars Music Chile,70,2023-02-16,0.822,0.75,11.0,-4.707,1.0,0.0845,0.0526,2.04e-06,0.092,0.688,94.983,220632,4,73,,26651,energetic
open.spotify.com/track/2VjXGuPVVxyhMgER3Uz2Fe,Ex-Factor,Ms. Lauryn Hill,70,1998-08-25,0.593,0.619,3.0,-9.003,0.0,0.0976,0.118,0.0,0.484,0.668,80.02,326533,4,73,alternative r&b,2416624,happy
open.spotify.com/track/1NpDnkQO0yWxTtntrC0UNz,California King Bed,Rihanna,70,2010-01-01,0.452,0.571,7.0,-3.992,1.0,0.0359,0.25,0.0,0.114,0.327,169.899,251600,4,92,barbadian pop,54178114,sad
open.spotify.com/track/7tTRFVlFzk6yTnoMcParmi,JUST LIKE YOU,NF,70,2021-03-26,0.775,0.757,9.0,-4.607,0.0,0.228,0.489,0.0,0.28,0.541,140.044,251237,4,83,hip hop,8179362,energetic
open.spotify.com/track/3Kj2EWpIBnvETsYq4cq0IH,Big Black Car,Gregory Alan Isakov,70,2009-01-01,0.6,0.186,3.0,-15.926,1.0,0.0317,0.909,0.00102,0.104,0.468,110.044,217467,4,68,indie folk,728313,sad
open.spotify.com/track/3ppVO2tyWRRznNmONvt7Se,Summers Over Interlude,Drake,70,2016-05-06,0.699,0.255,4.0,-8.647,0.0,0.0303,0.405,0.00242,0.0985,0.242,132.031,106333,3,97,canadian hip hop,73660940,calm
open.spotify.com/track/6XlBkATW7Gamg4qJXzc6IF,Besalo,El Alfa,70,2020-05-15,0.765,0.79,4.0,-2.129,0.0,0.0488,0.394,0.000487,0.142,0.613,147.03,163265,4,78,dembow,2781121,energetic
open.spotify.com/track/525GY0mXYnxajolwgS8Eaz,Cooler Than Me,Lucky Luke,70,2019-05-17,0.889,0.716,7.0,-6.146,1.0,0.0708,0.0595,0.0409,0.168,0.296,128.022,179760,4,61,lithuanian electronic,114348,energetic
open.spotify.com/track/3MEYFivt6bilQ9q9mFWZ4g,Alone,Marshmello,70,2016-05-13,0.631,0.953,2.0,-3.739,1.0,0.0343,0.0241,0.0155,0.108,0.422,141.99,273803,4,85,brostep,34984450,energetic
open.spotify.com/track/50WeOnXhM1H7AZEeIDoWfZ,Show Yourself,Various Artists,70,2019-11-15,0.321,0.429,6.0,-7.073,1.0,0.0302,0.724,9.1e-05,0.0606,0.174,123.419,260907,4,0,,1873341,sad
open.spotify.com/track/6gwnKOvdBKkTU4CQ7KpIAu,"Bandeya (feat. Arijit Singh) - From ""Dil Juunglee""",Shaarib Toshi,70,2018-02-22,0.465,0.551,7.0,-6.58,1.0,0.0362,0.619,6.03e-06,0.109,0.415,89.459,184666,4,65,desi pop,1268149,calm
open.spotify.com/track/2Sh4sAOfnSHEVKFyysxzat,Can't Remember to Forget You (feat. Rihanna),Shakira,70,2014-03-14,0.694,0.81,11.0,-3.556,0.0,0.0661,0.122,0.0,0.141,0.824,137.968,206867,4,92,colombian pop,28191070,happy
open.spotify.com/track/4L9Ds4mpD3SuYoWwFUlv16,Simple,Florida Georgia Line,70,2019-02-15,0.362,0.882,3.0,-3.717,1.0,0.0973,0.0791,0.0,0.15,0.864,199.811,185200,4,76,contemporary country,5181798,happy
open.spotify.com/track/4RyK6N4IQ85xxLgguQAFH5,Blue Jeans,Lana Del Rey,70,2012-01-01,0.558,0.837,3.0,-4.405,1.0,0.0633,0.418,0.0,0.0821,0.488,117.963,209440,4,92,art pop,22394347,energetic
open.spotify.com/track/1t0Jmqg1pKVBbxjQFZebeR,Marea (we’ve lost dancing),Fred again..,70,2021-02-22,0.761,0.781,5.0,-6.778,0.0,0.141,0.0681,0.108,0.0607,0.473,123.023,285375,4,78,edm,659288,energetic
open.spotify.com/track/21O0XXPEWPtePt5RMY93Ob,All Caps,Madvillain,70,2004-03-24,0.358,0.889,1.0,-8.045,1.0,0.335,0.266,1.46e-05,0.172,0.666,85.61,130480,4,68,abstract hip hop,526252,calm
open.spotify.com/track/3sqRODOZ1Z6hR4F2tnFAlg,Sakhiyaan,Maninder Buttar,70,2018-10-21,0.706,0.674,9.0,-5.932,1.0,0.044,0.3,0.0,0.202,0.359,83.001,179326,4,63,desi hip hop,2368042,calm
open.spotify.com/track/4P7VFiaZb3xrXoqGwZXC3J,Lollipop,Lil Wayne,70,2008-06-10,0.829,0.428,0.0,-9.469,1.0,0.0831,0.056,0.00413,0.137,0.45,148.075,299333,4,87,hip hop,13346157,calm
open.spotify.com/track/0JoHqmlqE0W0i9prt6kcHR,"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Maluma,70,2016-10-07,0.772,0.547,6.0,-6.373,0.0,0.0541,0.0983,4.35e-06,0.107,0.0957,130.099,278107,4,85,reggaeton,33547006,energetic
open.spotify.com/track/2Mpj1Ul5OFPyyP4wB62Rvi,Survivor,Destiny's Child,70,2001-05-01,0.514,0.911,1.0,-2.027,0.0,0.41,0.0559,0.0,0.775,0.619,161.109,254027,4,72,dance pop,6278528,energetic
open.spotify.com/track/0b6wdul3A5sQNpIOv03OxP,Ocean Drive,Duke Dumont,70,2015-07-31,0.686,0.718,8.0,-5.054,0.0,0.0431,0.00637,0.000703,0.119,0.557,115.026,206320,4,66,dance pop,689106,energetic
open.spotify.com/track/4czNORk5MjW5WOn98bki32,All Night Long (All Night) - Single Version,Lionel Richie,70,1992-01-01,0.748,0.603,1.0,-12.044,1.0,0.043,0.15,0.000261,0.0269,0.827,108.831,258667,4,71,adult standards,3051502,happy
open.spotify.com/track/7BFa8ACKFI2vvbn6Su16JY,Na Na Na - Remix,Pailita,70,2022-10-13,0.831,0.83,3.0,-4.329,0.0,0.0865,0.0802,1.77e-06,0.0442,0.938,98.003,272463,4,75,drill chileno,964559,happy
open.spotify.com/track/0yABdzMcJpRkKhVKXjfcUk,7 Weeks & 3 Days,yungatita,70,2020-01-03,0.613,0.734,11.0,-8.833,0.0,0.0278,0.237,0.136,0.227,0.662,129.97,194000,4,55,,18390,happy
open.spotify.com/track/5tX5qGeEImk2CZYyGHrq9I,Dial Tone,Catch Your Breath,70,2022-05-20,0.507,0.816,4.0,-5.419,0.0,0.0436,0.00118,0.0,0.0972,0.239,91.068,200495,4,57,american metalcore,51740,energetic
open.spotify.com/track/6tHISnh1biy5luSS9cvaNc,Walk,Griff,70,2021-06-18,0.803,0.849,11.0,-6.186,1.0,0.092,0.197,0.000938,0.166,0.67,103.989,152895,4,64,dance pop,223705,happy
open.spotify.com/track/5TTGoX70AFrTvuEtqHK37S,No. 1 Party Anthem,Arctic Monkeys,70,2013-09-09,0.505,0.698,0.0,-5.563,1.0,0.0297,0.33,0.0887,0.0966,0.599,115.013,243132,4,88,garage rock,19236004,happy
open.spotify.com/track/2dgrYdgguVZKeCsrVb9XEs,What's the Use?,Mac Miller,70,2018-08-03,0.759,0.492,1.0,-10.338,0.0,0.12,0.736,0.00989,0.107,0.561,104.974,288640,4,85,hip hop,8781706,sad
open.spotify.com/track/2bjQvSk5T3A2dmnqqeRhzI,Saying Things,Emanuel Fremont,70,2022-04-01,0.307,0.0381,11.0,-28.197,1.0,0.0423,0.993,0.945,0.104,0.0631,72.453,123500,5,54,background piano,2167,calm
open.spotify.com/track/396FqjKmViUZ92Wmm4rx3i,Illusion,aespa,70,2022-07-08,0.75,0.718,2.0,-2.817,0.0,0.0468,0.0814,1.75e-05,0.322,0.592,90.027,195053,4,72,k-pop girl group,2959381,energetic
open.spotify.com/track/5R9lPFnoJGppR1MsI7vHxy,Cuál Adiós,Banda Clave Nueva,70,2015-06-30,0.548,0.569,7.0,-5.668,0.0,0.0365,0.399,1.34e-06,0.0756,0.887,200.025,209587,4,57,musica mexicana,60481,happy
open.spotify.com/track/4wZqjBJCs2tD7AV3c2UUh5,En Peligro de Extinción,La Adictiva,70,2020-11-13,0.699,0.442,0.0,-5.144,1.0,0.0277,0.0966,1.77e-06,0.274,0.816,123.562,234000,4,74,banda,5058997,happy
open.spotify.com/track/0vtYnEw1eJwW26BrBnOAYJ,La Casita,Banda MS de Sergio Lizárraga,70,2020-08-14,0.832,0.525,10.0,-6.806,1.0,0.0412,0.277,1.77e-05,0.142,0.967,112.479,217600,3,80,banda,17072177,happy
open.spotify.com/track/5o4VK4Qe5QwXHrvUPoaGHy,A Caminho do Bega [Piseiro Remix] (feat. Dj Mizzontti),DJ Patrick Muniz,70,2022-09-20,0.767,0.799,0.0,-6.555,0.0,0.0386,0.232,8.09e-05,0.137,0.737,147.959,136220,4,59,deboxe,36195,happy
open.spotify.com/track/0lyZyn18awzOJuVM7qzCmd,Se Acabo - En Vivo,Lenin Ramírez,70,2022-03-25,0.593,0.364,2.0,-7.242,1.0,0.175,0.515,0.0,0.348,0.652,83.133,230000,4,72,corrido,2577565,calm
open.spotify.com/track/6uYtv0KmSNBGFfaY7yW8tY,Te Lloré Un Río,Maná,70,2022-02-25,0.84,0.638,1.0,-7.003,0.0,0.0324,0.278,0.000146,0.173,0.807,118.005,230811,4,78,latin arena pop,9510130,happy
open.spotify.com/track/2FDFz5TuYlpP180AUicAcl,Acá Entre Nos,Vicente Fernández,70,1992,0.41,0.334,0.0,-6.662,1.0,0.0621,0.529,0.0,0.137,0.47,86.086,195373,4,78,mariachi,8742419,sad
open.spotify.com/track/24nK8tW7Pt3Inh2utttuoG,HIP,MAMAMOO,70,2019-11-14,0.782,0.731,3.0,-4.581,0.0,0.143,0.0376,3.15e-05,0.0956,0.824,138.032,195307,4,67,k-pop,6573759,happy
open.spotify.com/track/0InJPuWIYp8fwlBGIQglLf,Perahu Kertas,Maudy Ayunda,70,2015-04-01,0.373,0.367,9.0,-8.075,0.0,0.0277,0.405,0.0,0.119,0.165,77.285,234387,4,60,indonesian hip hop,1266849,sad
open.spotify.com/track/6G8xvLFNkXy3HM5EbQI6c8,sail away,lovelytheband,70,2022-06-24,0.743,0.835,2.0,-4.655,1.0,0.029,0.25,0.0,0.0912,0.955,120.019,179000,4,63,indie poptimism,389945,happy
open.spotify.com/track/7LqjznQwfrax7MjQXmxqdQ,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,Jennifer Lopez,70,2002,0.845,0.768,6.0,-5.448,1.0,0.188,0.00733,5.04e-06,0.0575,0.96,100.0,187840,4,77,dance pop,12328839,happy
open.spotify.com/track/5Fim1gaXBgsiFfsQAfQSDS,Hasta el Amanecer,Nicky Jam,70,2017-01-20,0.832,0.608,6.0,-6.042,0.0,0.0385,0.282,0.0,0.0761,0.589,94.013,198707,4,82,latin hip hop,18691315,happy
open.spotify.com/track/5Apvsk0suoivI1H8CmBglv,Almost (Sweet Music),Hozier,70,2019-03-01,0.523,0.687,7.0,-5.601,1.0,0.105,0.0215,2.86e-06,0.203,0.711,90.036,217480,4,82,irish singer-songwriter,5588264,energetic
open.spotify.com/track/55XOUxXsBBbC07PD3Zml3F,Maze,Juice WRLD,70,2019-03-08,0.674,0.726,11.0,-3.813,0.0,0.141,0.125,1.56e-06,0.115,0.443,160.067,144090,4,90,chicago rap,28492575,happy
open.spotify.com/track/13SWee2K1tLqE8rzgoIAzC,Se Você For Embora,Tz da Coronel,70,2022-12-16,0.75,0.592,0.0,-5.515,0.0,0.0438,0.63,0.0,0.112,0.674,119.978,130496,4,74,funk carioca,1223234,calm
open.spotify.com/track/4QIo4oxwzzafcBWkKjDpXY,xanny,Billie Eilish,70,2019-03-29,0.521,0.125,9.0,-17.832,1.0,0.239,0.751,0.00207,0.265,0.0528,111.554,243725,4,89,art pop,78663825,sad
open.spotify.com/track/2gAGWaK4wvt2xrFUlR4mK8,Jukebox Joints (feat. Joe Fox & Kanye West),A$AP Rocky,70,2015-05-26,0.284,0.803,2.0,-5.293,0.0,0.173,0.302,0.0,0.242,0.553,67.536,323960,4,83,east coast hip hop,12051038,sad
open.spotify.com/track/52iLDrSoRtf9lcgFuLVfqE,Older,Sasha Alex Sloan,70,2018-11-09,0.681,0.292,11.0,-9.599,1.0,0.0483,0.743,0.0,0.0974,0.162,64.002,191002,4,71,alt z,1266775,calm
open.spotify.com/track/4iya38ctQ1httyA6NOG9oW,Light My Love,Greta Van Fleet,70,2021-04-16,0.374,0.778,5.0,-4.466,1.0,0.0363,0.1,0.199,0.107,0.484,133.85,270887,3,70,modern blues rock,2279705,energetic
open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub,Ghostface Killers (feat. Travis Scott),21 Savage,70,2017-10-30,0.782,0.435,2.0,-7.033,1.0,0.156,0.333,1.31e-05,0.342,0.242,82.996,268933,4,92,atl hip hop,13247393,calm
open.spotify.com/track/0dXNQ8dckG4eYfEtq9zcva,All Night,The Vamps,70,2017-07-14,0.538,0.804,8.0,-5.194,1.0,0.0358,0.0041,0.0,0.33,0.507,144.992,197640,4,69,boy band,5613142,energetic
open.spotify.com/track/37pf8jSeCGlzgQPIfVHO6X,Class Fight,Melanie Martinez,70,2019-09-06,0.767,0.707,6.0,-8.444,1.0,0.0489,0.42,5.16e-05,0.298,0.772,92.015,161065,4,85,alt z,16920854,happy
open.spotify.com/track/2gvmxusSOe3vNjNDjQWaso,My Alcoholic Friends,The Dresden Dolls,70,2006-03-29,0.596,0.679,4.0,-3.881,0.0,0.0324,0.18,0.0,0.0938,0.746,110.464,167680,4,56,anti-folk,179121,happy
open.spotify.com/track/5zNxUkUW9WiV5oyg6gh2wB,DANÇARINA,PEDRO SAMPAIO,70,2022-02-02,0.778,0.571,9.0,-4.776,0.0,0.0788,0.0423,0.0,0.0964,0.554,134.999,110222,4,70,funk carioca,2157797,calm
open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY,Higher Love,Kygo,70,2020-05-29,0.693,0.678,8.0,-7.159,1.0,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,228267,4,80,edm,8321176,happy
open.spotify.com/track/2XILilAwcXHdGwZLNHteue,"Love, of Money",MAVI,70,2019-10-18,0.371,0.655,0.0,-9.901,1.0,0.0771,0.0526,2.14e-06,0.168,0.855,147.794,64766,4,62,hip hop,111924,calm
open.spotify.com/track/1kMOJBmpfWD9fir6st9uqS,Without You,Mariah Carey,70,1993-08-31,0.576,0.526,6.0,-8.524,1.0,0.0325,0.323,2.01e-06,0.0548,0.147,122.06,213667,4,79,dance pop,8844943,calm
open.spotify.com/track/2ODUTBkiOWoYSUjKpGJxQE,Blue Bills (feat. $NOT & Fenix Flexin),DJ Scheme,70,2020-12-04,0.82,0.494,1.0,-9.47,1.0,0.18,0.166,4.35e-06,0.13,0.362,95.994,100267,4,64,meme rap,233362,calm
open.spotify.com/track/7MF7QAodbGzNYav5ZfIhAY,Midnight Train to Georgia,Gladys Knight & The Pips,70,1973,0.595,0.379,10.0,-12.058,0.0,0.0454,0.271,2.81e-05,0.1,0.448,92.006,279333,4,60,classic soul,1152885,calm
open.spotify.com/track/1o6DL0otgQMsUebziSC7kA,Me Niegas,Baby Rasta & Gringo,70,2015-08-21,0.679,0.713,8.0,-6.625,1.0,0.0499,0.0226,0.17,0.239,0.882,173.995,201947,4,63,latin hip hop,3005086,happy
open.spotify.com/track/3XVozq1aeqsJwpXrEZrDJ9,Ice Ice Baby,Vanilla Ice,70,2008-11-04,0.979,0.792,2.0,-2.784,1.0,0.0388,0.0025,7.71e-06,0.102,0.583,116.012,254467,4,58,hip house,448994,energetic
open.spotify.com/track/1EZypwk0xcj64ZLAglhLs2,La Cosa Mas Bella,Eros Ramazzotti,70,1996-05-01,0.708,0.752,8.0,-6.68,1.0,0.026,0.0813,0.0,0.204,0.599,110.001,265627,4,71,italian adult pop,1961370,happy
open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf,Slide Away,Miley Cyrus,70,2019-08-16,0.53,0.538,5.0,-6.672,1.0,0.0335,0.17,2.83e-06,0.248,0.288,148.051,233654,4,92,pop,20250106,sad
open.spotify.com/track/4apiNNK0jp9uqn3JDG9My1,Dark Knight Dummo,Trippie Redd,70,2018-08-10,0.28,0.821,8.0,-2.864,0.0,0.111,0.167,0.0,0.139,0.254,181.444,256163,3,83,melodic rap,8559916,energetic
